"","Ref. No.","Location","Name","Accession Number","event","value","DOY","year"
"3716",34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","First tepal drop",2008-04-27,118,2008
"3717",34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","First tepal drop",2009-04-15,105,2009
"3718",78,NA,"M. sprengeri 'Eric Savill'","028104-5283-1989","First tepal drop",2001-03-18,77,2001
"3719",78,NA,"M. sprengeri 'Eric Savill'","028104-5283-1989","First tepal drop",2002-04-07,97,2002
"3720",78,NA,"M. sprengeri 'Eric Savill'","028104-5283-1989","First tepal drop",2003-03-12,71,2003
"3721",78,NA,"M. sprengeri 'Eric Savill'","028104-5283-1989","First tepal drop",2004-03-14,74,2004
"3722",78,NA,"M. sprengeri 'Eric Savill'","028104-5283-1989","First tepal drop",2005-03-09,68,2005
"3723",78,NA,"M. sprengeri 'Eric Savill'","028104-5283-1989","First tepal drop",2006-03-12,71,2006
"3724",78,NA,"M. sprengeri 'Eric Savill'","028104-5283-1989","First tepal drop",2007-03-25,84,2007
"3725",78,NA,"M. sprengeri 'Eric Savill'","028104-5283-1989","First tepal drop",2008-03-23,83,2008
"3726",78,NA,"M. sprengeri 'Eric Savill'","028104-5283-1989","First tepal drop",2009-04-11,101,2009
"3727",53,"F6","M  sprengeri 'Wakehurst' A.M.","021439-0021-1982","First tepal drop",2003-04-20,110,2003
"3728",53,"F6","M. sprengeri 'Wakehurst'","021439-0021-1982","First tepal drop",2004-04-04,95,2004
"3729",53,"F6","M. sprengeri 'Wakehurst'","021439-0021-1982","First tepal drop",2005-04-03,93,2005
"3730",53,"F6","M. sprengeri 'Wakehurst'","021439-0021-1982","First tepal drop",2006-04-16,106,2006
"3731",53,"F6","M. sprengeri 'Wakehurst'","021439-0021-1982","First tepal drop",2007-04-11,101,2007
"3732",53,"F6","M. sprengeri 'Wakehurst'","021439-0021-1982","First tepal drop",2008-04-27,118,2008
"3733",53,"F6","M. sprengeri 'Wakehurst'","021439-0021-1982","First tepal drop",2009-04-22,112,2009
"3734",20,"C9","M. stellata","004191-0153-1972","First tepal drop",1991-04-14,104,1991
"3735",20,"C9","M. stellata","004191-0153-1972","First tepal drop",1992-03-22,82,1992
"3736",20,"C9","M. stellata","004191-0153-1972","First tepal drop",1993-04-10,100,1993
"3737",20,"C9","M. stellata","004191-0153-1972","First tepal drop",2004-04-03,94,2004
"3738",20,"C9","M. stellata","004191-0153-1972","First tepal drop",1995-04-02,92,1995
"3739",20,"C9","M. stellata","004191-0153-1972","First tepal drop",1996-03-24,84,1996
"3740",20,"C9","M. stellata","004191-0153-1972","First tepal drop",1997-04-06,96,1997
"3741",20,"C9","M. stellata","004191-0153-1972","First tepal drop",1998-03-22,81,1998
"3742",20,"C9","M. stellata","004191-0153-1972","First tepal drop",1999-04-14,104,1999
"3743",20,"C9","M. stellata","004191-0153-1972","First tepal drop",2000-04-09,100,2000
"3744",20,"C9","M. stellata","004191-0153-1972","First tepal drop",2001-04-18,108,2001
"3745",20,"C9","M. stellata","004191-0153-1972","First tepal drop",2002-04-14,104,2002
"3746",20,"C9","M. stellata","004191-0153-1972","First tepal drop",2003-04-09,99,2003
"3747",20,"C9","M. stellata","004191-0153-1972","First tepal drop",2005-03-20,79,2005
"3748",20,"C9","M. stellata","004191-0153-1972","First tepal drop",2006-04-05,95,2006
"3749",20,"C9","M. stellata","004191-0153-1972","First tepal drop",2007-05-06,126,2007
"3750",20,"C9","M. stellata","004191-0153-1972","First tepal drop",2008-05-04,125,2008
"3751",20,"C9","M. stellata","004191-0153-1972","First tepal drop",2009-05-06,126,2009
"3752",71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First tepal drop",1991-04-14,104,1991
"3753",71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First tepal drop",1992-03-25,85,1992
"3754",71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First tepal drop",1993-04-07,97,1993
"3755",71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First tepal drop",2004-03-30,90,2004
"3756",71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First tepal drop",1995-03-22,81,1995
"3757",71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First tepal drop",1996-03-27,87,1996
"3758",71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First tepal drop",1997-04-06,96,1997
"3759",71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First tepal drop",1998-03-22,81,1998
"3760",71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First tepal drop",1999-04-04,94,1999
"3761",71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First tepal drop",2000-04-05,96,2000
"3762",71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First tepal drop",2001-04-04,94,2001
"3763",71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First tepal drop",2002-04-14,104,2002
"3764",71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First tepal drop",2003-03-23,82,2003
"3765",71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First tepal drop",2004-03-21,81,2004
"3766",71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First tepal drop",2005-03-09,68,2005
"3767",71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First tepal drop",2006-03-26,85,2006
"3768",71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First tepal drop",2007-03-21,80,2007
"3769",71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First tepal drop",2008-04-13,104,2008
"3770",71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First tepal drop",2009-04-15,105,2009
"3771",39,"D2","M. 'Forrest's Pink'","021436-0004-1982","Last tepal drop",1991-05-29,149,1991
"3772",39,"D2","M. 'Forrest's Pink'","021436-0004-1982","Last tepal drop",1992-03-31,91,1992
"3773",39,"D2","M. 'Forrest's Pink'","021436-0004-1982","Last tepal drop",1993-05-09,129,1993
"3774",39,"D2","M. 'Forrest's Pink'","021436-0004-1982","Last tepal drop",2004-05-25,146,2004
"3775",39,"D2","M. 'Forrest's Pink'","021436-0004-1982","Last tepal drop",1995-05-21,141,1995
"3776",39,"D2","M. 'Forrest's Pink'","021436-0004-1982","Last tepal drop",1996-03-26,86,1996
"3777",39,"D2","M. 'Forrest's Pink'","021436-0004-1982","Last tepal drop",1997-05-25,145,1997
"3778",39,"D2","M. 'Forrest's Pink'","021436-0004-1982","Last tepal drop",1998-06-10,161,1998
"3779",39,"D2","M. 'Forrest's Pink'","021436-0004-1982","Last tepal drop",2001-06-10,161,2001
"3780",39,"D2","M. 'Forrest's Pink'","021436-0004-1982","Last tepal drop",2002-06-02,153,2002
"3781",39,"D2","M. 'Forrest's Pink'","021436-0004-1982","Last tepal drop",2003-06-11,162,2003
"3782",39,"D2","M. 'Forrest's Pink'","021436-0004-1982","Last tepal drop",2004-05-06,127,2004
"3783",39,"D2","M. 'Forrest's Pink'","021436-0004-1982","Last tepal drop",2005-04-23,113,2005
"3784",39,"D2","M. 'Forrest's Pink'","021436-0004-1982","Last tepal drop",2006-05-21,141,2006
"3785",39,"D2","M. 'Forrest's Pink'","021436-0004-1982","Last tepal drop",2007-06-08,159,2007
"3786",39,"D2","M. 'Forrest's Pink'","021436-0004-1982","Last tepal drop",2009-05-24,144,2009
"3787",40,"D2","M. biondii","024459-0330-1984","Last tepal drop",1992-04-11,102,1992
"3788",40,"D2","M. biondii","024459-0330-1984","Last tepal drop",1993-04-10,100,1993
"3789",40,"D2","M. biondii","024459-0330-1984","Last tepal drop",2004-04-06,97,2004
"3790",40,"D2","M. biondii","024459-0330-1984","Last tepal drop",1995-04-02,92,1995
"3791",40,"D2","M. biondii","024459-0330-1984","Last tepal drop",1996-04-14,105,1996
"3792",40,"D2","M. biondii","024459-0330-1984","Last tepal drop",1997-04-27,117,1997
"3793",40,"D2","M. biondii","024459-0330-1984","Last tepal drop",1998-04-12,102,1998
"3794",40,"D2","M. biondii","024459-0330-1984","Last tepal drop",1999-04-27,117,1999
"3795",40,"D2","M. biondii","024459-0330-1984","Last tepal drop",2000-05-07,128,2000
"3796",40,"D2","M. biondii","024459-0330-1984","Last tepal drop",2001-04-29,119,2001
"3797",40,"D2","M. biondii","024459-0330-1984","Last tepal drop",2002-05-15,135,2002
"3798",40,"D2","M. biondii","024459-0330-1984","Last tepal drop",2003-04-16,106,2003
"3799",44,"D5","M. campbellii","010878-0156-1974","Last tepal drop",1991-04-14,104,1991
"3800",44,"D5","M. campbellii","010878-0156-1974","Last tepal drop",1992-03-22,82,1992
"3801",44,"D5","M. campbellii","010878-0156-1974","Last tepal drop",1993-04-21,111,1993
"3802",44,"D5","M. campbellii","010878-0156-1974","Last tepal drop",2004-04-17,108,2004
"3803",44,"D5","M. campbellii","010878-0156-1974","Last tepal drop",1995-04-19,109,1995
"3804",44,"D5","M. campbellii","010878-0156-1974","Last tepal drop",1996-04-17,108,1996
"3805",44,"D5","M. campbellii","010878-0156-1974","Last tepal drop",1997-05-04,124,1997
"3806",44,"D5","M. campbellii","010878-0156-1974","Last tepal drop",1999-04-21,111,1999
"3807",44,"D5","M. campbellii","010878-0156-1974","Last tepal drop",2009-04-26,116,2009
"3808",44,"D5","M. campbellii","010878-0156-1974","Last tepal drop",2001-04-22,112,2001
"3809",44,"D5","M. campbellii","010878-0156-1974","Last tepal drop",2002-05-05,125,2002
"3810",44,"D5","M. campbellii","010878-0156-1974","Last tepal drop",2003-05-04,124,2003
"3811",44,"D5","M. campbellii","010878-0156-1974","Last tepal drop",2004-04-18,109,2004
"3812",44,"D5","M. campbellii","010878-0156-1974","Last tepal drop",2005-04-07,97,2005
"3813",44,"D5","M. campbellii","010878-0156-1974","Last tepal drop",2006-04-26,116,2006
"3814",44,"D5","M. campbellii","010878-0156-1974","Last tepal drop",2007-04-22,112,2007
"3815",44,"D5","M. campbellii","010878-0156-1974","Last tepal drop",2008-05-25,146,2008
"3816",44,"D5","M. campbellii","010878-0156-1974","Last tepal drop",2009-05-10,130,2009
"3817",29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","Last tepal drop",1992-04-01,92,1992
"3818",29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","Last tepal drop",1993-04-14,104,1993
"3819",29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","Last tepal drop",2004-04-20,111,2004
"3820",29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","Last tepal drop",1995-04-30,120,1995
"3821",29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","Last tepal drop",1996-04-28,119,1996
"3822",29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","Last tepal drop",1997-05-14,134,1997
"3823",29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","Last tepal drop",1998-04-22,112,1998
"3824",29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","Last tepal drop",1999-04-27,117,1999
"3825",29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","Last tepal drop",2000-05-10,131,2000
"3826",29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","Last tepal drop",2001-05-02,122,2001
"3827",29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","Last tepal drop",2002-05-05,125,2002
"3828",29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","Last tepal drop",2004-04-18,109,2004
"3829",29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","Last tepal drop",2005-04-13,103,2005
"3830",29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","Last tepal drop",2006-04-23,113,2006
"3831",29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","Last tepal drop",2007-04-18,108,2007
"3832",29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","Last tepal drop",2008-05-25,146,2008
"3833",58,"F8","M. campbellii 'Landicla'","021430-5235-1982","Last tepal drop",2000-04-23,114,2000
"3834",58,"F8","M. campbellii 'Landicla'","021430-5235-1982","Last tepal drop",2001-04-22,112,2001
"3835",58,"F8","M. campbellii 'Landicla'","021430-5235-1982","Last tepal drop",2002-05-01,121,2002
"3836",58,"F8","M. campbellii 'Landicla'","021430-5235-1982","Last tepal drop",2003-04-20,110,2003
"3837",58,"F8","M. campbellii 'Landicla'","021430-5235-1982","Last tepal drop",2004-04-11,102,2004
"3838",58,"F8","M. campbellii 'Landicla'","021430-5235-1982","Last tepal drop",2005-03-27,86,2005
"3839",58,"F8","M. campbellii 'Landicla'","021430-5235-1982","Last tepal drop",2006-04-23,113,2006
"3840",58,"F8","M. campbellii 'Landicla'","021430-5235-1982","Last tepal drop",2007-05-06,126,2007
"3841",58,"F8","M. campbellii 'Landicla'","021430-5235-1982","Last tepal drop",2008-05-07,128,2008
"3842",58,"F8","M. campbellii 'Landicla'","021430-5235-1982","Last tepal drop",2009-05-13,133,2009
"3843",27,"E9","M. campbellii (deep pink form)","021425-0055-1984","Last tepal drop",2000-04-19,110,2000
"3844",27,"E9","M. campbellii (deep pink form)","021425-0055-1984","Last tepal drop",2003-04-27,117,2003
"3845",27,"E9","M. campbellii (deep pink form)","021425-0055-1984","Last tepal drop",2004-04-11,102,2004
"3846",27,"E9","M. campbellii (deep pink form)","021425-0055-1984","Last tepal drop",2005-03-27,86,2005
"3847",27,"E9","M. campbellii (deep pink form)","021425-0055-1984","Last tepal drop",2006-04-23,113,2006
"3848",27,"E9","M. campbellii (deep pink form)","021425-0055-1984","Last tepal drop",2007-04-15,105,2007
"3849",27,"E9","M. campbellii (deep pink form)","021425-0055-1984","Last tepal drop",2008-05-04,125,2008
"3850",27,"E9","M. campbellii (deep pink form)","021425-0055-1984","Last tepal drop",2009-05-03,123,2009
"3851",28,"E9","M. campbellii (F.C.C. form)","022739-5255-1983","Last tepal drop",1991-04-21,111,1991
"3852",28,"E9","M. campbellii (F.C.C. form)","022739-5255-1983","Last tepal drop",1992-03-25,85,1992
"3853",28,"E9","M. campbellii (F.C.C. form)","022739-5255-1983","Last tepal drop",1993-04-21,111,1993
"3854",28,"E9","M. campbellii (F.C.C. form)","022739-5255-1983","Last tepal drop",2004-04-10,101,2004
"3855",28,"E9","M. campbellii (F.C.C. form)","022739-5255-1983","Last tepal drop",1996-04-21,112,1996
"3856",28,"E9","M. campbellii (F.C.C. form)","022739-5255-1983","Last tepal drop",1997-05-04,124,1997
"3857",28,"E9","M. campbellii (F.C.C. form)","022739-5255-1983","Last tepal drop",1998-04-12,102,1998
"3858",28,"E9","M. campbellii (F.C.C. form)","022739-5255-1983","Last tepal drop",1999-04-21,111,1999
"3859",28,"E9","M. campbellii (F.C.C. form)","022739-5255-1983","Last tepal drop",2000-04-30,121,2000
"3860",28,"E9","M. campbellii (F.C.C. form)","022739-5255-1983","Last tepal drop",2001-04-22,112,2001
"3861",28,"E9","M. campbellii (F.C.C. form)","022739-5255-1983","Last tepal drop",2002-05-05,125,2002
"3862",28,"E9","M. campbellii (F.C.C. form)","022739-5255-1983","Last tepal drop",2003-04-20,110,2003
"3863",28,"E9","M. campbellii (F.C.C. form)","022739-5255-1983","Last tepal drop",2004-04-11,102,2004
"3864",28,"E9","M. campbellii (F.C.C. form)","022739-5255-1983","Last tepal drop",2005-04-13,103,2005
"3865",28,"E9","M. campbellii (F.C.C. form)","022739-5255-1983","Last tepal drop",2006-04-23,113,2006
"3866",28,"E9","M. campbellii (F.C.C. form)","022739-5255-1983","Last tepal drop",2007-04-25,115,2007
"3867",28,"E9","M. campbellii (F.C.C. form)","022739-5255-1983","Last tepal drop",2008-05-14,135,2008
"3868",28,"E9","M. campbellii (F.C.C. form)","022739-5255-1983","Last tepal drop",2009-05-03,123,2009
"3869",67,"F1","M. campbellii (hybrid)","017989-0317-1979","Last tepal drop",1992-03-25,85,1992
"3870",67,"F1","M. campbellii (hybrid)","017989-0317-1979","Last tepal drop",1993-04-25,115,1993
"3871",67,"F1","M. campbellii (hybrid)","017989-0317-1979","Last tepal drop",2004-04-07,98,2004
"3872",67,"F1","M. campbellii (hybrid)","017989-0317-1979","Last tepal drop",1995-04-11,101,1995
"3873",67,"F1","M. campbellii (hybrid)","017989-0317-1979","Last tepal drop",1996-04-21,112,1996
"3874",67,"F1","M. campbellii (hybrid)","017989-0317-1979","Last tepal drop",1997-04-27,117,1997
"3875",67,"F1","M. campbellii (hybrid)","017989-0317-1979","Last tepal drop",1999-04-25,115,1999
"3876",67,"F1","M. campbellii (hybrid)","017989-0317-1979","Last tepal drop",2000-04-23,114,2000
"3877",67,"F1","M. campbellii (hybrid)","017989-0317-1979","Last tepal drop",2001-04-29,119,2001
"3878",67,"F1","M. campbellii (hybrid)","017989-0317-1979","Last tepal drop",2002-05-05,125,2002
"3879",67,"F1","M. campbellii (hybrid)","017989-0317-1979","Last tepal drop",2003-04-27,117,2003
"3880",67,"F1","M. campbellii (hybrid)","017989-0317-1979","Last tepal drop",2004-04-11,102,2004
"3881",67,"F1","M. campbellii (hybrid)","017989-0317-1979","Last tepal drop",2005-04-07,97,2005
"3882",67,"F1","M. campbellii (hybrid)","017989-0317-1979","Last tepal drop",2006-04-26,116,2006
"3883",67,"F1","M. campbellii (hybrid)","017989-0317-1979","Last tepal drop",2007-04-22,112,2007
"3884",67,"F1","M. campbellii (hybrid)","017989-0317-1979","Last tepal drop",2008-05-14,135,2008
"3885",67,"F1","M. campbellii (hybrid)","017989-0317-1979","Last tepal drop",2009-05-03,123,2009
"3886",80,NA,"M. campbellii subsp. campbellii 'Betty Jessel'","028872-0618-1990","Last tepal drop",2002-05-15,135,2002
"3887",80,NA,"M. campbellii subsp. campbellii 'Betty Jessel'","028872-0618-1990","Last tepal drop",2004-04-28,119,2004
"3888",80,NA,"M. campbellii subsp. campbellii 'Betty Jessel'","028872-0618-1990","Last tepal drop",2005-04-17,107,2005
"3889",80,NA,"M. campbellii subsp. campbellii 'Betty Jessel'","028872-0618-1990","Last tepal drop",2006-05-31,151,2006
"3890",80,NA,"M. campbellii subsp. campbellii 'Betty Jessel'","028872-0618-1990","Last tepal drop",2008-05-18,139,2008
"3891",50,"D5","M. campbellii subsp. mollicomata","016524-0317-1978","Last tepal drop",1991-04-28,118,1991
"3892",50,"D5","M. campbellii subsp. mollicomata","016524-0317-1978","Last tepal drop",1992-04-04,95,1992
"3893",50,"D5","M. campbellii subsp. mollicomata","016524-0317-1978","Last tepal drop",1993-05-02,122,1993
"3894",50,"D5","M. campbellii subsp. mollicomata","016524-0317-1978","Last tepal drop",2004-04-07,98,2004
"3895",50,"D5","M. campbellii subsp. mollicomata","016524-0317-1978","Last tepal drop",1995-04-16,106,1995
"3896",50,"D5","M. campbellii subsp. mollicomata","016524-0317-1978","Last tepal drop",1996-04-21,112,1996
"3897",50,"D5","M. campbellii subsp. mollicomata","016524-0317-1978","Last tepal drop",1997-04-30,120,1997
"3898",50,"D5","M. campbellii subsp. mollicomata","016524-0317-1978","Last tepal drop",1998-04-12,102,1998
"3899",50,"D5","M. campbellii subsp. mollicomata","016524-0317-1978","Last tepal drop",1999-04-27,117,1999
"3900",50,"D5","M. campbellii subsp. mollicomata","016524-0317-1978","Last tepal drop",2000-04-30,121,2000
"3901",50,"D5","M. campbellii subsp. mollicomata","016524-0317-1978","Last tepal drop",2001-04-29,119,2001
"3902",50,"D5","M. campbellii subsp. mollicomata","016524-0317-1978","Last tepal drop",2002-05-08,128,2002
"3903",50,"D5","M. campbellii subsp. mollicomata","016524-0317-1978","Last tepal drop",2003-04-27,117,2003
"3904",50,"D5","M. campbellii subsp. mollicomata","016524-0317-1978","Last tepal drop",2004-04-14,105,2004
"3905",50,"D5","M. campbellii subsp. mollicomata","016524-0317-1978","Last tepal drop",2005-04-17,107,2005
"3906",50,"D5","M. campbellii subsp. mollicomata","016524-0317-1978","Last tepal drop",2006-04-26,116,2006
"3907",50,"D5","M. campbellii subsp. mollicomata","016524-0317-1978","Last tepal drop",2007-04-25,115,2007
"3908",50,"D5","M. campbellii subsp. mollicomata","016524-0317-1978","Last tepal drop",2008-05-18,139,2008
"3909",50,"D5","M. campbellii subsp. mollicomata","016524-0317-1978","Last tepal drop",2009-05-13,133,2009
